"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/colls/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/colls/list.csv?datainfo&rowcount&base_name=canis"
"Access Time","Fri 2017-03-24 06:32:50 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","canis"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0404"
"Records Found","607"
"Records Returned","607"
"Records:"
"collection_no","record_type","formation","lng","lat","collection_name","collection_subset","collection_aka","n_occs","early_interval","late_interval","max_ma","min_ma","reference_no"
"43619","col","","0.150000","45.650002","Artenac 'Bed 10', Commune de Saint-Mary, Charente,","","","1","Late Pleistocene","","0.126","0.0117","11457"
"43629","col","","0.150000","45.650002","Artenac 'Bed 8', Commune de Saint-Mary, Charente,","","Artenac-en-Charente","1","Late Pleistocene","","0.126","0.0117","11457"
"43630","col","","0.150000","45.650002","Artenac 'Bed 7', Commune de Saint-Mary, Charente,","","Artenac-en-Charente","1","Late Pleistocene","","0.126","0.0117","11457"
"43631","col","","0.150000","45.650002","Artenac 'Bed 6 composite list', Commune de Saint-Mary, Charente,","","Artenac-en-Charente","1","Late Pleistocene","","0.126","0.0117","11457"
"43632","col","","0.150000","45.650002","Artenac 'Bed 5', Commune de Saint-Mary, Charente,","","Artenac-en-Charente","1","Late Pleistocene","","0.126","0.0117","11457"
"43644","col","","11.250000","45.416668","Cava Sud, Brecce di Soave, Monte Tondo, Verona, Northern Italy","","Soave Cava Sud","1","Early Pleistocene","","2.588","0.781","11465"
"43645","col","","11.250000","45.416668","Cengelle 1, Brecce di Soave, Verona, Northern Italy","","","1","Middle Pleistocene","","0.781","0.126","11465"
"43649","col","","11.250000","45.416668","Castello, Brecce di Soave, Verona, Northern Italy","","","2","Middle Pleistocene","","0.781","0.126","11465"
"43650","col","","11.250000","45.416668","Monte Tenda, Brecce di Soave, Verona, Northern Italy","","","1","Middle Pleistocene","","0.781","0.126","11465"
"43651","col","","11.250000","45.416668","Sentiero, Brecce di Soave, Verona, Northern Italy","","","1","Middle Pleistocene","","0.781","0.126","11465"
"43653","col","","11.250000","45.416668","Viatelle, Brecce di Soave, Verona, Northern Italy","","","2","Middle Pleistocene","","0.781","0.126","11465"
"43654","col","","11.250000","45.416668","Zoppega 1, Brecce di Soave, Verona, Northern Italy","","","1","Middle Pleistocene","","0.781","0.126","11465"
"43656","col","","11.033333","45.616669","Grotta del Cere, Verona, Northern Italy","","","2","Pleistocene","","2.588","0.0117","11465"
"43657","col","","11.000000","45.450001","Quinzano, Verona, Northern Italy","","Villa di Quinzano","1","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11465"
"43664","col","","11.100000","46.016666","Serbaro di Romagnano, Commune di Grezzana, Verona, Northern Italy","","","2","Middle Pleistocene","","0.781","0.126","11465"
"43666","col","","11.333333","45.616669","Fornace di Cornedo (Pleistocene), Cornedo Vincentino, Valle dell'Agno, Vicenza","","","1","Middle Pleistocene","","0.781","0.126","11465"
"43689","col","","11.550000","45.549999","Grotta Maggiore do S. Bernardino (Pleistocene), Colli Berici, Northern Italy","","","1","Late Pleistocene","","0.126","0.0117","11465"
"43699","col","","13.748611","45.736389","Bristie 1, Sgonico, Trieste, Northern Italy","","","1","Middle Pleistocene","","0.781","0.126","11465"
"43702","col","","13.729444","45.726391","Grotta Tilde, Gabrovizza, Trieste, Northern Italy","","Grotta dell'Alce,\r\nLosova Jama","1","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11465"
"44090","col","","12.200000","41.849998","Malagrotta, Rome","","","1","Middle Pleistocene","","0.781","0.126","11572"
"44091","col","","18.183332","40.383331","San Sidero 3, Maglie (Lecce), Salento, Puglia","","S.S.3","1","Pleistocene","","2.588","0.0117","11575"
"44145","col","","11.966667","43.099998","Selvella, Gioiella, Southern Chiana Valley, Perugia","","","1","Early Pleistocene","","2.588","0.781","11584"
"44146","col","","11.466667","43.616669","Casa Frata, Arezzo, Upper Valdarno, Tuscany","","","2","Early Pleistocene","","2.588","0.781","11585"
"44231","col","","3.516667","45.250000","Seneze (Domeyrat)","","","1","Pliocene","Pleistocene","5.333","0.0117","12548"
"47099","col","","3.863056","45.120556","Vialette, Haute Loire","","","1","MN 16","","3.2","2.588","12548"
"47100","col","","2.919444","45.688610","Perrier-Etouaires","","Les Etouaires, Etouaires, Perrier","1","MN 16","","3.2","2.588","12548"
"47624","col","","3.450000","45.150002","Chilhac, Haute Loire (Auvergne), France","","Chilhac 1\r\nChilhac I\r\nChillac","1","MN 17","","2.588","1.806","12548"
"47828","col","","3.866667","45.066666","Sainzelles, Polignac, Haute-Loire","","Sinzelles","1","Early Pleistocene","","2.588","0.781","12802"
"47829","col","","3.900000","45.116669","Ceyssaguet 1, Lavoute sur Loire, Haute-Loire","","Cessaguet","1","Early Pleistocene","","2.588","0.781","12802"
"47831","col","","3.850000","45.116669","Soleilhac - Centre, Blanzac, Haute-Loire","","","1","Early Pleistocene","","2.588","0.781","12802"
"48093","col","Red Crag","1.351389","51.963333","Felixstow","","Felixstowe","1","Gelasian","","2.588","1.806","12874"
"48580","col","","159.300003","70.000000","Tschukotschija-River, Oljor-Suite","","","1","Early Pleistocene","","2.588","0.781","12964"
"48587","col","","160.000000","68.750000","Kolyma River, between the mouth of Omolon and Anjuj, Jedoma-Suite","","","1","Late Pleistocene","","0.126","0.0117","12964"
"48889","col","","5.395000","43.686111","La grotte de l'Escale bed H, Saint-Esteve-Janson, Bouches du Rhone.","48890","L'Escale","1","Middle Pleistocene","","0.781","0.126","13053"
"48890","col","","5.395000","43.686111","La grotte de l'Escale first faunal list, Saint-Esteve-Janson, Bouches du Rhone.","","","1","Middle Pleistocene","","0.781","0.126","13053"
"48893","col","","5.395000","43.686111","La grotte de l'Escale bed E, Saint-Esteve-Janson, Bouches du Rhone.","48890","L'Escale","1","Middle Pleistocene","","0.781","0.126","13053"
"48908","col","","5.395000","43.686111","La grotte de l'Escale bed D, Saint-Esteve-Janson, Bouches du Rhone.","48890","L'Escale","1","Middle Pleistocene","","0.781","0.126","13053"
"48910","col","","5.395000","43.686111","La grotte de l'Escale bed C, Saint-Esteve-Janson, Bouches du Rhone.","48890","L'Escale","1","Middle Pleistocene","","0.781","0.126","13053"
"48911","col","","5.395000","43.686111","La grotte de l'Escale Upper bed B, Saint-Esteve-Janson, Bouches du Rhone.","48890","L'Escale","1","Middle Pleistocene","","0.781","0.126","13053"
"48981","col","","1.841667","44.485558","Cajarc, Lot","","","1","Early Pleistocene","","2.588","0.781","13167"
"49089","col","","0.633611","43.222221","Montmaurin, Haute-Garonne","","","1","Middle Pleistocene","","0.781","0.126","13054"
"49093","col","","1.200000","44.799999","Grotte de l'Eglise, Cenac-et-Saint-Julien, Dordogne, Aquitaine","","Grotte XIII\r\nGrotte 13","2","Middle Pleistocene","","0.781","0.126","13054"
"49094","col","","0.366667","43.116669","Es-Taliens, Haute-Pyrenees","","","1","Middle Pleistocene","","0.781","0.126","13054"
"49239","col","","12.935556","42.964722","Collecurti, Colfiorito Basin, Central Italy","","Colle Curti","2","Early Pleistocene","Middle Pleistocene","2.588","0.126","13149"
"49240","col","","11.480556","43.624443","Poggiorosso, Matassino, Upper Valdarno","","Poggio Rosso","2","Pliocene","Pleistocene","5.333","0.0117","13150"
"49254","col","","10.030000","44.228058","Olivola Fauna in Lunigiana district, NW Tuscany","","","1","MN 17","","2.588","1.806","13155"
"49414","col","","13.158889","41.742222","San Giacomo, Anagni, southern Lazio","","","1","MN 17","","2.588","1.806","13151"
"49814","col","Cromer Forest Bed","1.731944","52.455276","Pakefield/Kessingland rootlet bed, Suffolk, England","","","1","Middle Pleistocene","","0.781","0.126","13378"
"49816","col","Cromer Forest Bed","1.246667","52.940556","West Runton Freshwater Bed, Norfolk, England","","WRFB","1","Middle Pleistocene","","0.781","0.126","13380"
"49999","col","","7.450000","50.483334","Miesenheim 1 bei Andernach","","","1","Middle Pleistocene","","0.781","0.126","13430"
"50196","col","","8.266667","50.066666","Mosbach 2 main fauna, bei Wiesbaden","","","1","Middle Pleistocene","","0.781","0.126","9643"
"50198","col","","8.283333","49.166668","Jockgrim, Pfalz","","","1","Middle Pleistocene","","0.781","0.126","9643"
"50199","col","","8.816667","49.333332","Mauer bei Heidelberg","","","1","Middle Pleistocene","","0.781","0.126","9643"
"50242","col","","9.200000","48.366669","Erpfingen 1, bei Reutlingen","","","1","Pleistocene","","2.588","0.0117","9643"
"50249","col","","10.483333","51.916668","Sudmer Berg 2, bei Goslar","","","1","Middle Pleistocene","","0.781","0.126","9643"
"50258","col","","16.934723","48.139999","Hundsheim bei Hainburg","","","2","Middle Pleistocene","","0.781","0.126","9643"
"50259","col","","9.516667","48.533333","Heppenloch bei Urach","","","1","Middle Pleistocene","","0.781","0.126","9643"
"50274","col","","9.050000","48.516666","Erpfinger Hoehle, Swaebische Alb","","","1","Early Pleistocene","","2.588","0.781","8651"
"50342","col","","7.458889","43.765556","Vallonnet Cave bed 3 'faunal level', Roquebrune-Cap-Martin, Alpes Maritimes","","","1","Early Pleistocene","","2.588","0.781","13519"
"50466","col","","15.816667","40.966667","Venosa bed excavations 1974-1976","","","1","Early Pleistocene","Middle Pleistocene","2.588","0.126","10227"
"50910","col","","30.000000","47.000000","Novaya Andriashevka, Ukraine","","","1","MN 14","","4.9","4.2","13592"
"50913","col","","30.000000","47.000000","""Kuchurgan gravel"", Ukraine","","","1","MN 14","","4.9","4.2","13592"
"50915","col","","29.000000","45.500000","Budei, Moldova","","","1","MN 14","MN 15","4.9","3.2","13592"
"50917","col","","29.000000","45.500000","Novaya Karboliya, Moldova","","","1","MN 15","","4.2","3.2","13592"
"50935","col","","29.000000","45.500000","Lucheshty, Moldova","","","1","MN 15","","4.2","3.2","13592"
"50940","col","","29.000000","45.250000","Etuliya, Moldova","","","1","MN 15","","4.2","3.2","13592"
"50943","col","","30.500000","46.500000","Catacombs of Odessa, Ukraine","","","2","MN 15","MN 16","4.2","2.588","13592"
"50945","col","Rytovo","77.030556","52.323612","Pavlodar 2, Rytovo Formation, near Pavlodar, Kazakhstan","","Pavlodar-2","1","MN 14","","4.9","4.2","13592"
"50946","col","","107.000000","53.000000","Ol'khon, island in Lake Baikal, Siberia","","","1","MN 14","","4.9","4.2","13592"
"51100","col","","104.733330","25.627222","Panxian Dadong","","","1","Middle Pleistocene","","0.781","0.126","13623"
"51684","col","Santa Maria di Ciciliano","12.489444","42.653332","Torre Picchio section, S. Maria di Ciciliano Formation, Montecastrilli, Umbria","","Torre di Picchio","1","Pliocene","Pleistocene","5.333","0.0117","13759"
"51778","col","","11.330556","43.318611","Montagnola Senese, near Siena, Tuscany","","","1","Early Pleistocene","","2.588","0.781","13786"
"55533","col","","4.053056","51.958057","Maasvlakte, Fauna III","","Meuse Levels, Beer canal","1","Holocene","","0.0117","0","14999"
"56733","col","","44.195000","41.329166","Dmanisi","","Dmanissi","1","Early Pleistocene","","2.588","0.781","25341"
"58809","col","","23.033333","42.849998","Slivnitsa","","","1","Pliocene","Pleistocene","5.333","0.0117","16685"
"59150","col","","2.950000","50.299999","Paleolithic, Biache-Saint-Vaast, Pas-de-Calais","","","1","Holocene","","0.0117","0","16894"
"59167","col","Varswater","18.109268","-32.960178","Langebaanweg E Quarry","","","1","Messinian","Piacenzian","7.246","2.588","5400"
"63150","col","","-83.364441","42.808887","Shelton","","","1","Late Pleistocene","","0.126","0.0117","18185"
"63335","col","","-61.766666","-38.500000","Bajo San José Lower Section, Buenos Aires, Argentina","","","1","Middle Pleistocene","","0.781","0.126","17632"
"63338","col","","-62.083332","-38.533333","Arroyo Napostá Grande (Miembro Limo Arenoso Superior)","","","1","Holocene","","0.0117","0","23893"
"63427","col","","-86.783333","36.183334","The First American Bank Site Feature 7","","","1","Late Pleistocene","","0.126","0.0117","18245"
"63429","col","","-86.783333","36.183334","The First American Bank Site General Cave Area (including dump)","","","1","Late Pleistocene","Holocene","0.126","0","18245"
"63515","col","","-72.239166","10.794722","Mene de Inciarte Tar Seep","","Inciarte localidad 185; Inciarte localidad 198","1","Late Pleistocene","","0.126","0.0117","18256"
"65405","col","Silver Bluff","-80.292503","32.559166","Edisto Island","","","1","Pleistocene","","2.588","0.0117","18853"
"70118","col","","-89.166664","13.783333","Rio Tomayate","","","1","Early Pleistocene","Middle Pleistocene","2.588","0.126","23537"
"70673","col","Tarija","-64.733330","-21.533333","Tarija","","","2","Early Pleistocene","","2.588","0.781","19694"
"70704","col","Nuapua","-63.066666","-20.750000","Nuapua 1, Chuquisaca, Bolivia","","","1","Middle Pleistocene","","0.781","0.126","19694"
"71060","col","","107.283333","47.766666","Nalaikha","","","1","Early Pleistocene","","2.588","0.781","23807"
"71263","col","","-104.800003","27.000000","Jimenez Cave","","UTEP Locality 91","1","Late Pleistocene","Holocene","0.126","0","24053"
"71277","col","","-100.716667","23.816668","Rancho La Amapola","","El Cedral","1","Late Pleistocene","","0.126","0.0117","23923"
"71286","col","Lujan","-58.700001","-38.566666","Paso Otero-Pardo","","","1","Lujanian","","0.781","0.012","24012"
"71303","col","Lujan","-57.125000","-34.066666","Lujan","","","2","Lujanian","","0.781","0.012","24010"
"71304","col","Vorohue","-57.716667","-38.033333","Arroyo Loberia","","","1","Pleistocene","","2.588","0.0117","24008"
"71308","col","","-97.150002","18.266666","Coxcatlan Cave Zone XXVI","","Tc 50","1","Late Pleistocene","","0.126","0.0117","24035"
"71316","col","Agua Blanca","-61.799999","-38.483334","Bajo San Jose","","","1","Late Pleistocene","","0.126","0.0117","23892"
"71329","col","","-77.716667","-9.200000","Guitarrero Cave-Complex 4","","","1","Holocene","","0.0117","0","24000"
"71338","col","","-70.000000","-46.200001","Los Toldos Site III, Level 10","","","1","Late Pleistocene","","0.126","0.0117","24013"
"71342","col","","-70.000000","-52.066666","Cueva Fell","","","1","Late Pleistocene","","0.126","0.0117","24013"
"71343","col","","-69.583336","-52.166668","Cueva Pali Aike","","","1","Holocene","","0.0117","0","24013"
"71345","col","","-99.815277","24.099443","San Josecito Cave","","","1","Late Pleistocene","","0.126","0.0117","24078"
"71346","col","","-80.500000","-4.700000","Talara Tar Seeps","","","2","Late Pleistocene","","0.126","0.0117","24009"
"71349","col","","-60.200001","-37.299999","La Moderna-Upper Component","","","1","Holocene","","0.0117","0","24088"
"73752","col","","-117.987503","33.895279","La Mirada","","","2","Late Pleistocene","","0.126","0.0117","2588"
"73761","col","","-2.500000","41.166668","Ambrona level AS4","","","1","Middle Pleistocene","","0.781","0.126","24726"
"73845","col","","-58.065834","-37.840557","Cueva Tixi, First Occupation","","","1","Late Pleistocene","","0.126","0.0117","24073"
"74141","col","","-84.750000","37.866669","Welch Cave","","","1","Late Pleistocene","","0.126","0.0117","24884"
"74240","col","","-83.133331","36.266666","Whitesburg","","","1","Pleistocene","","2.588","0.0117","24936"
"74292","col","","-80.599998","28.083332","Melbourne No. 2 Bed","","","3","Late Pleistocene","","0.126","0.0117","24947"
"74474","col","","-104.199997","31.183332","Fowlkes Cave (Holocene)","","","1","Holocene","","0.0117","0","1326"
"74953","col","","-107.150002","38.483334","Haystack Cave (Upper Levels 1-3)","","5GN 189","1","Late Pleistocene","","0.126","0.0117","25288"
"75995","col","","-93.216667","36.666668","Zoo Cave","","","1","Late Pleistocene","","0.126","0.0117","25717"
"76059","col","","-104.449997","32.366669","Dry Cave","","UTEP Locality 1, UTEP Locality 5, UTEP Locality 26","2","Late Pleistocene","","0.126","0.0117","25748"
"76530","col","","39.715000","47.233334","Rostov-na-donu","","","2","Late Pliocene","","3.6","2.588","24838"
"77773","col","Guadix","-3.166667","37.416668","Fonelas P-1","","","4","Gelasian","Early Pleistocene","2.588","0.781","26265"
"79548","col","","84.750000","50.950001","Ust'-Kanskaia Cave","","","1","Late Pleistocene","","0.126","0.0117","26697"
"79581","col","","-98.099998","30.358334","Levi Site Zone I","","University of Texas Site No. 41TV49","1","Late Pleistocene","","0.126","0.0117","26708"
"79582","col","","-98.099998","30.358334","Levi Site Zone II","","University of Texas Site No. 41TV49","1","Late Pleistocene","","0.126","0.0117","26708"
"79584","col","","-98.099998","30.358334","Levi Site Zone IV","","University of Texas Site No. 41TV49","1","Holocene","","0.0117","0","26708"
"79621","col","","-82.883331","29.883333","Santa Fe River IA (Rancholabrean)","","Santa Fe IA","1","Late Pleistocene","","0.126","0.0117","26723"
"79630","col","","-119.516670","34.400002","Carpinteria Asphalt Pit","","","2","Pleistocene","","2.588","0.0117","26738"
"79632","col","","-98.400002","29.583332","Friesenhahn Cave","","Bulverde Cave","1","Late Pleistocene","","0.126","0.0117","26749"
"79683","col","","-97.683334","30.633333","Laubach Cave","","","2","Late Pleistocene","","0.126","0.0117","26776"
"79757","col","","-80.334724","32.479443","Edisto Beach","","","1","Rancholabrean","","0.3","0.012","26822"
"79918","col","Wando","-79.087776","33.010277","Moreland Landing","","","1","Rancholabrean","","0.3","0.012","26822"
"79919","col","","-80.448059","33.214443","Camelot","","Giant Portland Cement Quarry, Pleistocene","1","Irvingtonian","","1.8","0.3","31468"
"82258","col","","-79.083054","38.357777","Natural Chimneys","","Brown's Cave, Cave of the Wooden Steps","1","Late Pleistocene","","0.126","0.0117","27720"
"82530","col","","4.070278","51.984165","Eurogeul","","","1","Late Pleistocene","","0.126","0.0117","27789"
"83304","col","","9.833333","16.966667","Gobero Mid-Holocene Middens 1-4","","","1","Holocene","","0.0117","0","27974"
"84181","col","","-87.792221","34.729443","Bell Cave","","ACb-2","1","Late Pleistocene","","0.126","0.0117","28175"
"85159","col","","-109.300003","26.983334","Chinobampo","","","1","Late Pleistocene","","0.126","0.0117","28655"
"85314","col","San Pedro Sand","-118.293335","33.762501","San Pedro Incinerator","","LACM 1602","1","Rancholabrean","","0.3","0.012","28773"
"86852","col","","-86.343887","34.741390","Fern Cave","","","1","Pleistocene","","2.588","0.0117","29235"
"90036","col","","-5.341389","36.126667","Vangaurd Cave","","","1","Late Pleistocene","","0.126","0.0117","30172"
"90070","col","","18.341816","-32.317272","Eland's Bay Cave","","Elands Bay Cave","1","Late Pleistocene","","0.126","0.0117","30193"
"92732","col","","46.633057","-25.198610","Andrahomana Cave (historical collections)","","","1","Holocene","","0.0117","0","31261"
"92733","col","","46.633057","-25.198610","Andrahomana Cave (2002-2003 collections)","","","1","Holocene","","0.0117","0","31261"
"92787","col","","110.217781","33.134167","Huanglong Cave","","Huanglongdong","1","Late Pleistocene","","0.126","0.0117","31309"
"93103","col","Shuler","-96.707497","32.714722","Moore Pit","","Wood Pit; Elam Pit; Milton Pit; Pemberton Hill","2","Late Pleistocene","","0.126","0.0117","3185"
"93141","col","","-106.883331","34.883331","Isleta Caves","","Isleta 1; Isleta 2","2","Late Pleistocene","","0.126","0.0117","31472"
"93181","col","","-108.199997","44.983334","Natural Trap Cave (Wisconsinan)","","","3","Late Pleistocene","","0.126","0.0117","31486"
"93182","col","","-112.583336","44.633331","Merrell","","","2","Late Pleistocene","","0.126","0.0117","31487"
"93251","col","","-120.500000","43.333332","Fossil Lake","","","3","Late Pleistocene","","0.126","0.0117","31525"
"93257","col","","-104.883331","31.883333","Williams Cave (Pleistocene Level)","","","1","Pleistocene","","2.588","0.0117","31531"
"93259","col","","-97.050003","30.716667","Wilson-Leonard Site Bone Bed Component","","41WM235","1","Late Pleistocene","","0.126","0.0117","31532"
"93277","col","","-105.683334","42.783333","Little Box Elder Cave","","LBEC","1","Late Pleistocene","","0.126","0.0117","31561"
"93281","col","","-104.783333","32.349998","Burnet Cave","","","3","Late Pleistocene","","0.126","0.0117","31547"
"93326","col","","-114.033333","39.483334","Crystal Ball Cave","","LACM locality 4534; BYU locality 772","2","Late Pleistocene","Holocene","0.126","0","31567"
"93329","col","","-111.866669","40.766666","Hardman Gravel Quarries","","","1","Late Pleistocene","","0.126","0.0117","31573"
"93332","col","","-79.368889","38.602779","New Trout Cave","","","4","Late Pleistocene","","0.126","0.0117","31578"
"93333","col","","-103.466667","43.433334","Hot Springs Mammoth Site","","","2","Late Pleistocene","","0.126","0.0117","31579"
"93345","col","","-88.599998","33.500000","Catalpa Creek","","Site 30","1","Late Pleistocene","Holocene","0.126","0","31584"
"93376","col","","-106.400002","35.258331","Sandia Cave Units F and H","","Folsom Layer","1","Late Pleistocene","Holocene","0.126","0","31597"
"93379","col","","-90.366669","38.266666","Herculaneum Fissure","","Joachim Creek","2","Late Pleistocene","","0.126","0.0117","31599"
"93527","col","","-96.966667","33.066666","Lewisville Dam","","","1","Late Pleistocene","","0.126","0.0117","31646"
"93528","col","","-114.516670","50.183334","January Cave","","","1","Late Pleistocene","","0.126","0.0117","31647"
"93828","col","","-0.958889","54.262222","Kirkdale Cave","","","1","Late Pleistocene","","0.126","0.0117","31900"
"94328","col","","14.658611","37.397778","Island fossil ungulates and their predators","","","1","Early Pleistocene","Late Pleistocene","2.588","0.0117","32076"
"94331","col","","9.012778","42.039444","Island fossil ungulates and their predators","","","1","Middle Pleistocene","Late Pleistocene","0.781","0.0117","32076"
"96683","col","","-77.280281","38.338333","Belvedere Beach","","Site 26","1","Quaternary","","2.588","0","32942"
"96713","col","","10.420833","43.806946","Grotta di Parignana","","","1","Neogene","","23.03","2.588","32997"
"96741","col","","10.689444","43.549442","Podere del Tesoro","","","1","Pliocene","","5.333","2.588","32997"
"96973","col","","23.400000","-34.099998","Nelson Bay Cave, Holocene","","","1","Holocene","","0.0117","0","33119"
"96974","col","","23.367666","-34.101559","Nelson Bay Cave, Pleistocene","","","1","Late Pleistocene","","0.126","0.0117","33119"
"101897","col","","141.434174","41.406113","Shiriya, Locality 2","","","1","Late Pleistocene","","0.126","0.0117","34644"
"101898","col","","141.429718","41.401943","Shiriya, Locality 3-1","","","1","Late Pleistocene","","0.126","0.0117","34644"
"101899","col","","141.429718","41.401943","Shiriya, Locality 3-2","","","1","Late Pleistocene","","0.126","0.0117","34644"
"102954","col","","3.000000","55.000000","Dogger Bank","","","1","Late Pleistocene","Holocene","0.126","0","34759"
"103991","col","","-79.656944","38.086109","Clark's Cave","","","1","Late Pleistocene","","0.126","0.0117","35027"
"104034","col","","-79.830833","37.987221","Back Creek Cave #1","","Cook Cave","1","Late Pleistocene","Holocene","0.126","0","1461"
"104664","col","","-78.512222","38.872501","Edinburgh Fissure","","","2","Late Pleistocene","","0.126","0.0117","1461"
"104667","col","","-83.057777","36.733891","Ely Cave","","Gilley?","1","Holocene","","0.0117","0","41131"
"104668","col","","-77.247223","38.330002","Fairview Beach","","Belevedere","1","Pleistocene","","2.588","0.0117","1461"
"104675","col","","-78.414719","38.628056","Keyser Farm","","","1","Holocene","","0.0117","0","1461"
"104680","col","","-78.500557","38.667221","Luray Caverns","","","1","Late Pleistocene","Holocene","0.126","0","1461"
"104689","col","","-80.679169","37.334721","Ripplemead Quarry","","West bank of New River.","1","Late Pleistocene","Holocene","0.126","0","35379"
"104758","col","","-81.336098","37.097298","Island Ford Cave","","","1","Late Pleistocene","","0.126","0.0117","35866"
"104797","col","","-78.388885","40.427223","Holidaysburg Fissure","","Keyser Limestone","1","Late Pleistocene","","0.126","0.0117","35005"
"115167","col","","21.195189","-34.408665","Blombos Cave","","","2","Late Pleistocene","","0.126","0.0117","37301"
"115184","col","","16.576942","-29.768505","Boegoeberg 1","","","1","Late Pleistocene","","0.126","0.0117","37303"
"115188","col","","17.960278","-33.029167","Hoedjiespunt 1","","HDP1","1","Middle Pleistocene","","0.781","0.126","37305"
"115191","col","","18.452728","-32.387051","Diepkloof Rock Shelter","","","1","Pleistocene","","2.588","0.0117","37306"
"115205","col","","18.150000","-33.333332","Ysterfontein 1","","","1","Pleistocene","","2.588","0.0117","37314"
"122115","col","","4.630556","52.451942","Velsen","","","1","Holocene","","0.0117","0","38884"
"122440","col","","-70.820328","42.820328","Eagle Hill","","","1","Holocene","","0.0117","0","39101"
"122450","col","","-68.317780","44.330555","Mount Desert Island","","","2","Holocene","","0.0117","0","58111"
"142016","col","Tarija","-64.750000","-21.500000","Tarija-1 ","","","1","Early Pleistocene","","2.588","0.781","46109"
"144976","col","","-81.091393","-4.689722","La Brea (Talara)","","","1","Late Pleistocene","","0.126","0.0117","46836"
"145366","col","","-72.239166","10.795000","Inciarte asphalt pit","","Inciarte Localities 198 and 185","1","Late Pleistocene","","0.126","0.0117","46993"
"145500","col","","-81.091393","-4.689722","La Brea - Talara","","","2","Lujanian","","0.781","0.012","46859"
"146602","col","","-74.228058","-13.038611","Ayacucho valley (including Pikimachay cave, 2 800 m)","","","1","Pleistocene","","2.588","0.0117","46859"
"150336","col","","-118.348892","34.069721","Rancho La Brea (UCMP collection)","","Asphalt beds at Rosemary","5","Rancholabrean","","0.3","0.012","52621"
"152653","col","","-105.781944","39.549999","Porcupine cave","","","1","Pleistocene","","2.588","0.0117","49203"
"152904","col","","-80.447777","33.214443","Harleyville","","","1","Pleistocene","","2.588","0.0117","49269"
"154722","col","","-80.400002","25.700001","Cutler Hammock","","UF DA004","2","Late Pleistocene","","0.126","0.0117","50316"
"154771","col","","-82.699997","27.799999","Seminole Field","","","2","Late Pleistocene","","0.126","0.0117","50335"
"154804","col","","-81.900002","27.170000","Peace River 3A","","UF DE015","1","Late Pleistocene","","0.126","0.0117","50371"
"154805","col","","-82.476387","29.407499","Devil's Den","","UF LV002","3","Late Pleistocene","","0.126","0.0117","2451"
"154910","col","","-82.599998","29.850000","Hornsby Springs","","UF AL016","1","Late Pleistocene","","0.126","0.0117","50427"
"154921","col","","-80.166664","26.700001","West Palm Beach Site","","UF PB002; P.C. Smith Shell Rock Company Pit","1","Late Pleistocene","","0.126","0.0117","50429"
"155393","col","","-122.281998","40.784000","Potter Creek Cave","","","3","Late Pleistocene","","0.126","0.0117","50711"
"155409","col","","-121.013885","38.908333","Hawver Cave","","","2","Late Pleistocene","","0.126","0.0117","50720"
"159674","col","","-97.866081","42.352402","Reigle Gravel Pit","","UNSM locality Ap-133","1","Irvingtonian","","1.8","0.3","52058"
"159675","col","","-100.626114","40.205276","Waneta site","","UNSM locality Ch-102","1","Irvingtonian","","1.8","0.3","52058"
"159676","col","","-101.040001","40.180000","Williams site","","UNSM locality Hk-113","1","Irvingtonian","","1.8","0.3","52058"
"159677","col","","-100.480003","40.180000","McCook Clam site","","UNSM locality Rw-105","1","Irvingtonian","","1.8","0.3","52058"
"159678","col","","-100.170830","40.283333","Mike Jones site","","UNSM locality Fn-104","1","Irvingtonian","","1.8","0.3","52058"
"159679","col","","-117.500000","43.599998","Rome (Irvingtonian)","","USGS M1080","1","Irvingtonian","","1.8","0.3","52058"
"159680","col","","-98.358055","40.922222","Rock County Gravel Pit","","","1","Irvingtonian","","1.8","0.3","52058"
"162014","col","","-29.888332","82.125000","Independence I","","","1","Holocene","","0.0117","0","52776"
"162133","col","","-113.099998","46.666668","Morse Creek Number 1","","","2","Holocene","","0.0117","0","52801"
"162545","col","","-14.765556","81.558609","Independence 11800 - 400 BC","","","1","Holocene","","0.0117","0","52940"
"171637","col","","106.821671","52.753887","Sagan-Zaba II","","","1","Holocene","","0.0117","0","55812"
"175940","col","","149.074448","74.939445","Zhokhov Island Anthropological Site","","","2","Holocene","","0.0117","0","57682"
"175941","col","","-169.903336","66.048889","Kaniskak Locality","","","1","Holocene","","0.0117","0","57683"
"175942","col","","-170.046387","66.034447","Ninuluvak Locality","","","1","Holocene","","0.0117","0","57683"
"176411","col","","-170.383331","63.700001","Kukulik Mount","","","1","Holocene","","0.0117","0","58039"
"176525","col","","-70.299461","41.700111","Cotuit Port","","","1","Holocene","","0.0117","0","58111"
